"CODIGO","NOMBRE_UNIVERSIDAD","TIPO_GESTION","DEPARTAMENTO_FILIAL","NOMBRE_FILIAL","CODIGO_CLASE_PROGRAMA","NOMBRE_CLASE_PROGRAMA","NOMBRE_PROGRAMA","ANIO_PERIODO","Cant_Carnes"
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",61,"INFORMATICA","INGENIERIA DE SOFTWARE",2018,8
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",61,"INFORMATICA","INGENIERIA DE TELECOMUNICACIONES",2018,5
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",71,"INGENIERIA Y PROFESIONES AFINES","INGENIERIA ELECTRICA",2018,4
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",71,"INGENIERIA Y PROFESIONES AFINES","INGENIERIA ELECTRONICA",2018,3
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",71,"INGENIERIA Y PROFESIONES AFINES","INGENIERIA MECANICA DE FLUIDOS",2018,9
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",71,"INGENIERIA Y PROFESIONES AFINES","INGENIERIA METALURGICA",2018,2
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",72,"INDUSTRIA Y PRODUCCION","INGENIERIA DE MINAS",2018,2
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",72,"INDUSTRIA Y PRODUCCION","INGENIERIA INDUSTRIAL",2018,17
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",72,"INDUSTRIA Y PRODUCCION","INGENIERIA TEXTIL Y CONFECCIONES",2018,2
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",73,"ARQUITECTURA Y CONSTRUCCION","INGENIERIA CIVIL",2018,1
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",81,"AGRICULTURA","INGENIERIA AGROINDUSTRIAL",2018,4
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",84,"VETERINARIA","MEDICINA VETERINARIA",2018,3
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",91,"SALUD","ENFERMERIA",2018,5
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",91,"SALUD","FARMACIA Y BIOQUIMICA",2018,17
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",91,"SALUD","GENETICA Y BIOTECNOLOGIA",2018,6
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",91,"SALUD","MEDICINA HUMANA",2018,30
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",91,"SALUD","NUTRICION",2018,8
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",91,"SALUD","OBSTETRICIA",2018,8
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",91,"SALUD","ODONTOLOGIA",2018,8
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",91,"SALUD","TECNOLOGIA MEDICA",2018,7
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",91,"SALUD","TOXICOLOGIA",2018,2
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO",NA,"[NO ESPECIFICADO]",92,"BIENESTAR","TRABAJO SOCIAL",2018,8
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",1,"SERVICIOS PERSONALES","ADMINISTRACION DE TURISMO",2018,511
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","INGENIERIA DE SEGURIDAD Y SALUD EN TRABAJO",2018,166
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","MAE. EN EPIDEMIOLOGIA",2018,8
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","MAE. EN SALUD PUBLICA",2018,33
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","MAE. GERENCIA DE SERV. DE SALUD",2018,55
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","MAE.EN SALUD OCUPACIONAL Y AMBIE",2018,25
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","MAESTRIA EN GESTION INTEGRADA EN SEGURIDAD, SALUD OCUPACIONAL Y MEDIO AMBIENTE",2018,106
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","MAESTRIA PROFESIONAL EN PREVENCION DE RIESGOS LABORALES Y AMBIENTALES",2018,40
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","S.E. ENFERMERIA EN EMERGENCIA Y D.",2018,1
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","S.E. ENFERMERIA SALUD PUBLICA",2018,9
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","S.E. MED.EMERGENCIA Y DESASTRES",2018,14
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","S.E. MEDICINA FAMILIAR Y COMUNITARIA",2018,6
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",2,"SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL","S.E.MED.ENFERMEDADES INFECCIOSAS Y TROPI",2018,15
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",11,"EDUCACION INICIAL Y PRIMARIA","SEGUNDA ESPECIALIDAD EN INTERVENCION TEMPRANA EN NINOS CON Y SIN NECESIDADES EDUCATIVAS ESPECIALES",2018,19
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",12,"EDUCACION SECUNDARIA","FILOSOFIA",2018,192
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",13,"EDUCACION SUPERIOR Y TECNOLOGICA","MAE. EN DOCENCIA E INVESTIG. EN SALUD",2018,56
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",14,"EDUCACION ESPECIAL","S.E.ESTR.EVAL.INTE.DIF.LENG.INF.",2018,36
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",15,"EDUCACION FISICA","EDUCACION FISICA",2018,605
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",19,"OTROS PROGRAMAS EN EDUCACION","COMUNICACION SOCIAL",2018,453
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",19,"OTROS PROGRAMAS EN EDUCACION","EDUCACION",2018,1002
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",19,"OTROS PROGRAMAS EN EDUCACION","MAESTRIA EN EDUCACION",2018,250
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",19,"OTROS PROGRAMAS EN EDUCACION","MAESTRIA EN GESTION DE LA INFORMACION Y DEL CONOCIMIENTO",2018,21
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",21,"ARTE","ARTE",2018,191
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",21,"ARTE","CONSERVACION Y RESTAURACION",2018,80
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",21,"ARTE","DANZA",2018,26
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",21,"ARTE","MAE.EN ARTE PERUANO Y LATINOAMER",2018,11
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",22,"HUMANIDADES","ANTROPOLOGIA",2018,284
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",22,"HUMANIDADES","ARQUEOLOGIA",2018,225
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",22,"HUMANIDADES","DOC. EN FILOSOFIA",2018,15
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",22,"HUMANIDADES","HISTORIA",2018,214
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",22,"HUMANIDADES","MAE. EN ANTROPOLOGIA",2018,14
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",22,"HUMANIDADES","MAE. EN ARQUEOLOGIA ANDINA",2018,1
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",22,"HUMANIDADES","MAE. EN FILOSOFIA",2018,18
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",22,"HUMANIDADES","MAE. EN HISTORIA",2018,17
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",23,"IDIOMAS","DOC. EN LINGUISTICA",2018,15
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",23,"IDIOMAS","DOC.EN LITERATURA PERUANA Y LATI",2018,11
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",23,"IDIOMAS","LENGUA Y LITERATURA",2018,10
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",23,"IDIOMAS","LINGUISTICA",2018,208
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",23,"IDIOMAS","LITERATURA",2018,240
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",23,"IDIOMAS","MAE. EN ESCRITURA CREATIVA",2018,32
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",23,"IDIOMAS","MAESTRIA EN LINGUISTICA",2018,22
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",23,"IDIOMAS","MAESTRIA EN LITERATURA PERUANA Y LATINOAMERICANA",2018,29
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","CIENCIA POLITICA",2018,525
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","DOC. EN CIENCIAS SOCIALES",2018,19
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","DOC. EN ECONOMIA",2018,11
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","DOC. EN PSICOLOGIA",2018,19
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","DOC. GESTION ECONOMICA GLOBAL",2018,12
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","ECONOMIA",2018,767
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","ECONOMIA INTERNACIONAL",2018,432
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","ECONOMIA PUBLICA",2018,449
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAE. CIENCIAS GESTION ECONOM. EMP.",2018,12
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAE. EN ECONOMIA",2018,108
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAE. EN GENERO Y DESARROLLO",2018,13
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAE. EN POLITICA SOCIAL",2018,47
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAE. EN PSICOLOGIA",2018,120
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAE. EN SOCIOLOGIA",2018,13
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAE. GESTION DEL PATRIMONIO CULT",2018,18
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAE.EN POLITICA Y GESTION TRIBUT",2018,153
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAE.EN POLITICAS Y PLANIF.EN SAL",2018,8
1,"UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","PUBLICO","LIMA","UNMSM-SEDE PRINCIPAL",31,"CIENCIAS SOCIALES Y DEL COMPORTAMIENTO","MAESTRIA EN PSICOLOGIA MENCION EN GESTION DEL RIESGO PSICOSOCIAL PARA LA SEGURIDAD CIUDADANA",2018,14
